Observation,Data_Marking,ValueDomain,Obs_Type,Obs_Type_Value,Unit_of_Measure_Eng,Geographic_Area,Time,Time_Type,CDID,Dimension_1,Dimension_Value_1,Dimension_2,Dimension_Value_2,Dimension_3,Dimension_Value_3
0,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
20,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
20,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
147,,Count,,,,E07000224,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
147,,Count,,,,E07000224,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
49,,Count,,,,E07000224,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
49,,Count,,,,E07000224,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
41,,Count,,,,E07000224,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
41,,Count,,,,E07000224,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
38,,Count,,,,E07000224,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
38,,Count,,,,E07000224,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
19,,Count,,,,E07000224,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
19,,Count,,,,E07000224,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
11,,Count,,,,E07000224,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
11,,Count,,,,E07000224,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
3,,Count,,,,E07000224,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
3,,Count,,,,E07000224,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
4,,Count,,,,E07000224,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
4,,Count,,,,E07000224,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
3,,Count,,,,E07000224,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
3,,Count,,,,E07000224,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000224,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
1,,Count,,,,E07000224,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
833,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
474,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
359,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
271,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
68,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
203,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
334,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
196,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
138,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
196,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
179,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
17,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
32,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
31,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E07000225,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
737,,Count,,,,E07000225,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
434,,Count,,,,E07000225,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
303,,Count,,,,E07000225,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
231,,Count,,,,E07000225,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
59,,Count,,,,E07000225,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
172,,Count,,,,E07000225,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
290,,Count,,,,E07000225,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
175,,Count,,,,E07000225,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
115,,Count,,,,E07000225,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
186,,Count,,,,E07000225,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
171,,Count,,,,E07000225,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
15,,Count,,,,E07000225,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
30,,Count,,,,E07000225,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
29,,Count,,,,E07000225,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E07000225,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
96,,Count,,,,E07000225,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
40,,Count,,,,E07000225,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
56,,Count,,,,E07000225,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
40,,Count,,,,E07000225,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
9,,Count,,,,E07000225,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
31,,Count,,,,E07000225,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
44,,Count,,,,E07000225,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
21,,Count,,,,E07000225,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
23,,Count,,,,E07000225,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
10,,Count,,,,E07000225,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
8,,Count,,,,E07000225,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
2,,Count,,,,E07000225,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
2,,Count,,,,E07000225,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
2,,Count,,,,E07000225,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000225,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
422,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
407,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
15,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
65,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
50,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
15,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
134,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
134,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
160,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
160,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
63,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
63,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
384,,Count,,,,E06000022,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
373,,Count,,,,E06000022,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
11,,Count,,,,E06000022,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
59,,Count,,,,E06000022,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
48,,Count,,,,E06000022,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
11,,Count,,,,E06000022,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
117,,Count,,,,E06000022,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
117,,Count,,,,E06000022,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
148,,Count,,,,E06000022,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
148,,Count,,,,E06000022,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
60,,Count,,,,E06000022,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
60,,Count,,,,E06000022,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
38,,Count,,,,E06000022,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
34,,Count,,,,E06000022,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
4,,Count,,,,E06000022,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
6,,Count,,,,E06000022,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
2,,Count,,,,E06000022,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
4,,Count,,,,E06000022,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
17,,Count,,,,E06000022,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
17,,Count,,,,E06000022,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
12,,Count,,,,E06000022,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
12,,Count,,,,E06000022,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
3,,Count,,,,E06000022,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
3,,Count,,,,E06000022,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E06000022,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
229,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
226,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
3,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
73,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
71,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
2,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
80,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
80,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
57,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
57,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
19,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
18,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E06000028,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
205,,Count,,,,E06000028,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
202,,Count,,,,E06000028,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
3,,Count,,,,E06000028,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
62,,Count,,,,E06000028,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
60,,Count,,,,E06000028,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
2,,Count,,,,E06000028,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
70,,Count,,,,E06000028,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
70,,Count,,,,E06000028,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
56,,Count,,,,E06000028,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
56,,Count,,,,E06000028,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
17,,Count,,,,E06000028,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
16,,Count,,,,E06000028,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E06000028,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
24,,Count,,,,E06000028,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
24,,Count,,,,E06000028,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
11,,Count,,,,E06000028,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
11,,Count,,,,E06000028,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
10,,Count,,,,E06000028,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
10,,Count,,,,E06000028,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E06000028,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
1,,Count,,,,E06000028,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
1,,Count,,,,E06000028,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
